	topic	sentiment	tweets	time
696	3	+	"@aaronhoyland I cannot fathom why people are anti vaxx ? 
What is the end game ? 
I got Covid and almost died ? 
Or worse ? 
It's got to be the stupidest stance in human history."	2021-11-23 06:15:07+00:00
697	3	n	"Pfuckitty Pfuckitty Pfuck Pfuck, Pfuck Pfuckitty Pfuck Pfizer. 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🤬🤬🤬🤬🤬"	2021-11-23 05:58:40+00:00
698	4	n	Honestly lying about the COVID-19 pandemic and vaccine feels like a crime against humanity	2021-11-23 05:32:10+00:00
699	4	+	@PlumberAlberta @nicole_in_AB But I’m not dead and got over COVID in 3 days	2021-11-23 05:30:30+00:00
700	4	-	2 years and we still don’t have answers about Covid-19’s origin and the #WuhanLabLeak	2021-11-23 05:07:53+00:00
701	3	+	"Tell me you have an invisible illness without telling me you have an invisible illness…
I am excited to be booked in for my Shingles Vaccine and Flu Shot next week. #ChronicIllnessLife #GimmeTheGoodStuff #GoBigOrGoHome #DoubleOrNothing"	2021-11-23 05:05:39+00:00
702	3	+	"@MsLin21 @kristynwongtam It’s not cancel culture. It’s calling out an elected official for promoting vaccine hesitancy. Shame on her. As a former supporter of her, I’m very disappointed in my city Counselor"	2021-11-23 04:51:51+00:00
703	4	n	"@JCapGLJ Three thoughts.

1) the last two seasons show it's a core that can win.

2) schedule, injuries, and COVID haven't helped.

3) no time to make a costly move since this looks like it may be a lost year."	2021-11-23 04:51:04+00:00
704	4	n	That Covid layoff made for one weird and wacky game #sens #gosensgo	2021-11-23 04:20:38+00:00
705	4	+	That game was anything but boring. Nice to have the first game back from Covid protocol out of the way. Really too bad they couldn't have at least squeaked out a point. On to California! #Sens	2021-11-23 04:20:23+00:00
706	2	+	"@emmagmay It should be at security entry point. No proof of vaccine,  no access."	2021-11-23 04:11:42+00:00
707	3	-	@quineatal @DrTomFrieden @Macsmart31 And the vaccinated who are careless and get covid? They get it free because they got a useless jab which is causing the spread?	2021-11-23 04:02:16+00:00
708	3	+	"@pharmaconn @yesssi @SabiVM Yeah, I definitely would rather get the first COVID shot done with the holidays coming."	2021-11-23 03:28:24+00:00
709	3	n	@brishnaka *except if you're not vaccinated against covid.	2021-11-23 02:42:51+00:00
710	3	-	@DrVivianS @Jdavis_Halton Best Friend sister passed due to COVID at 58 unvaccinated. The whole family remains unvaxed. I am just so sad for them. They all fell down the rabbit hole	2021-11-23 02:29:37+00:00
711	2	n	@redhawks_jrb @CPFFALocal499 Umm what if I have covid and I throw a bear on the ice with my covid on it and give covid to everyone that touches it? U guys don't think about this stuff 🤦‍♂️very unsafe	2021-11-23 02:18:49+00:00
712	4	n	@PatrickMSports And covid.  We have know way of knowing how long it took him to fully recover.	2021-11-23 02:02:24+00:00
713	3	n	"Dear @DrGorfinkel, why don’t we just use  crispr-cas-9 to splice in the Covid-19 spike protein sequence into a boring, sock-in-the-sinus rotavirus, and release it into the world, as a self-replicating vaccine?"	2021-11-23 02:01:47+00:00
714	4	n	"Honestly thinking of selling some earrings n stuff again not only to save up for a car, but to get rid of all the supplies I bought just pre covid two years ago (so don’t even come for me lmao)"	2021-11-23 01:57:08+00:00
715	2	n	"A friend of mine asked me to come travel outside of Canada but I refuse to do so.

With the crazy covid restrictions that Canada has, at its border. Fuck that!

Not to mention, how Canadian Border Service agents racially profile people. 

I refuse to be tortured again!"	2021-11-23 01:56:28+00:00
716	1	n	The Sens afyer a week off from Covid return from a week off to get scored on 50 seconds into their game against Colorado.	2021-11-23 01:41:25+00:00
717	2	n	"The approval in the US and Canada was based on evaluating data from an ongoing clinical trial with kids in this age group. Data is evaluated by health authorities as it comes in. So far, no major side effects/adverse events have occurred in kids who got the paediatric vaccine."	2021-11-23 01:37:35+00:00
718	3	+	"I’m now reading that COVID outbreaks are happening in primary and secondary schools in #Canada then kids pass it along to adults so, people get the kids #vaccinated before we get some major infection surges again."	2021-11-23 01:37:34+00:00
719	2	-	@hodgy39 Apparently empty they just need to have food and drink all the time and Covid won’t bother them!	2021-11-23 01:35:49+00:00
720	2	n	Does anyone know covid rules for visiting Dominican ?	2021-11-23 01:28:46+00:00
721	3	n	"@ShelleyACook @Quintaine Is that just for kids? Cause a friend of mine got her flu shot in one arm and her Covid booster in the other at the same time. Even tho she was only 4 mo past her 2nd shot, pharmacist gave them both. She said she was really sick for 3 days after"	2021-11-23 01:25:47+00:00
722	4	+	"@beeferiksson @withfilesfrom @WinnipegNews 1. There’s no such thing as climate change. The numbers don’t support it
2. Covid is a virus but it’s not as bad as advertised, just poorly handled by authorities 
3. You’ll need to clarify the masculinity thing 

The dark place is called reality &amp; U should do your own research 2"	2021-11-23 01:24:10+00:00
723	2	n	"Covid at our kids' school...operational day tomorrow.  

I'm tired of them being home."	2021-11-23 01:23:02+00:00
724	1	n	"@ClaireChartran1 @NCoch @ottbunk @JimWatsonOttawa Except so far LRT has been much, MUCH worse for most commuters.

Especially since when the LRT was launched all other possible alternative transit was cancelled.

Thank God for COVID in a way, or else people would have suffered another 2 years of failing LRT."	2021-11-23 01:22:50+00:00
725	3	n	"@Matt_Montesano This is my theory, exactly: that there's an association between higher education and the vaccinated. Causality, well that's another thing 😁. What qualities of a highly educated person make them get the vaccine? Seen any peer reviewed studies? Anything I can read?"	2021-11-23 01:07:47+00:00
726	3	+	@natnewswatch Who determines the validity of their vaccine 'exemption'?	2021-11-23 00:57:28+00:00
727	3	+	"@Jenn_Pastrak @kaythird There are doctors willing to do that for cash. As I understand it,  there are only 2 true exemptions. Anaphylactic reaction to first dose, severe allergy to vaccine ingredients."	2021-11-23 00:51:02+00:00
728	3	+	@regionofpeel Yes!! Kids are superheroes!! Love vid! Well done @regionofpeel and Dr.Loh 🙌🏻 #DrLoh #Batman #superheroes #vaccine	2021-11-23 00:50:48+00:00
729	3	-	@Pshifttwit @akheriaty Not true- vaccine way more effective than natural with covid.	2021-11-23 00:40:51+00:00
730	3	n	"The problem is that HC can’t draw any conclusions about safety, efficacy or dosing in 4.0027 year olds without data about them. And the data Pfizer submitted is almost certainly about 5-11 year olds."	2021-11-23 00:38:39+00:00
731	3	-	"When Health Canada approves a vaccine for 5-11 year olds it’s very very unlikely they mean “4 years and a day to 11.” 

I know that sucks for those of you who have kids born in 2017 and I’m sorry."	2021-11-23 00:38:38+00:00
732	3	n	@littlenerdly @TruegritG Long term? For a pandemic ? The Pfizer vaccine technology has been around for years	2021-11-23 00:25:50+00:00
733	2	n	Dorothy who answered the COVID19 vaccine phone line was delightful and helpful and I’m all sorted.	2021-11-23 00:05:37+00:00
734	2	+	"@aaronhoyland I'm pro oxygen, and anti-intubate. Guess that makes me pro vaccine."	2021-11-22 23:49:14+00:00
735	2	+	@melissagrelo Had similar experiences when I went for my vaccine doses. I wore the inferior PPE over my KN95! Makes #nosense what they do! #ppe #kn95	2021-11-22 23:32:18+00:00
736	3	n	"Coming up at 6: When #covid19 child vaccine will be available for kids this week, potential security breach of Ontario's vaccine booking portal, latest on crisis in B.C. &amp; our @ToyMountain campaign begins!!!"	2021-11-22 23:01:38+00:00
737	2	n	"@DrRobbieO Marc Garneau got turfed because of how  he handled the refunds of airline fares during covid.

No one could reach him.
What I saw from you on   CBC today was bull shit!"	2021-11-22 23:01:24+00:00
738	3	-	"@left_going Again , that doesn't tell me the current death rate to Covid of the vaxxed vs the unvaxxed. You are afraid of this stat. You don't actually know if the vaxx is doing anything because you've never looked. Wilfully or nor you are ignorant and spread advice that will kill dumb ppl."	2021-11-22 22:49:03+00:00
739	3	+	@russteacher @julespenner Follow up: had a Dr appt today and asked my family Dr about it. She gave my son his flu shot today and said she felt very comfortable with him having his grade 6 shots and covid vaccine on the same day next week. He may have superpowers by next weekend...💪	2021-11-22 22:47:32+00:00
740	2	n	"@alexgilbertnz All over the world ,Democratic countries are being pin pruned into pharmaceutical fruits . Highlighting kiwi lands stricter vaccine policies.Auckland has become a Jacinda Ardern cult colony . And The only way to the kiwi , is through the eye of the vax needle"	2021-11-22 22:40:18+00:00
741	1	n	@KristineWahl My kids have had Covid.	2021-11-22 22:09:57+00:00
742	1	n	"@KristineWahl Again, are you familiar with the stats on Covid in children?"	2021-11-22 22:02:40+00:00
743	2	n	Alternate rally point out of respect to front line workers and Tyendinaga Mohawk Community Members will be in the Pow Wow park as the COVID Clinic is at the community center.	2021-11-22 21:58:03+00:00
744	3	+	Please pray and/or smudge for my dad. He's in the hospital with COVID and not doing well. Get vaccinated. Please.	2021-11-22 21:47:06+00:00
745	3	+	@tuvya68 @supercazzola773 @garden_nome1 @peggy_blair @Chapmans_Canada So the risk of death from covid is 727 times the risk of death from the vaccine. 3/N	2021-11-22 21:44:42+00:00
746	3	+	"Our 5-year-old has a date with Pfizer in 2 weeks. Booked. 

It’s happening!"	2021-11-22 21:44:09+00:00
747	3	-	"@withfilesfrom @WinnipegNews Someone keeping their health information to themselves? OMG 

This vaccine shaming thing is embarrassing."	2021-11-22 21:38:07+00:00
748	1	-	"@Rodneyjones1967 @slorxx41 @kapahater This poor lady, should of had immunity, she had recovered from one case of COVID, was fully vaccinated.
It is a tragedy that so many people have died. My deepest condolences to the poor woman that lost her sister"	2021-11-22 21:22:05+00:00
749	3	+	"So, COVID antivax idiots are protesting and pamphlet handing out at elementary schools in Windsor Essex. Two of them at Princess Elizabeth in Riverside today. Force feed them their bullshit pamphlets if you see them. And get your kids vaccinated.  #yqg"	2021-11-22 21:16:34+00:00
750	2	n	I won the lottery… but only for random Covid testing at Pearson. Glad to be back in cautious Canada. 😷🇨🇦🇺🇸	2021-11-22 20:52:57+00:00
751	3	+	Today would be a great day to find out when I can vaccinate my kids 5/7/9 against COVID-19.	2021-11-22 20:15:39+00:00
752	3	+	"One out of two kids booked for the vaccine, because the youngest is 3…"	2021-11-22 19:59:39+00:00
753	3	+	"vaccinated, staying home if you are sick and following public health measures.”

“My thoughts and prayers are with the family and loved ones of the man who has passed,” said Dr. Robert Strang, Nova Scotia’s Chief Medical Officer of Health. “The vaccine can help prevent ..."	2021-11-22 19:44:15+00:00
754	2	n	"“COVID-19 is still here. It isn’t going anywhere anytime soon, and it continues to take loved ones away from family and friends,” said Premier Tim Houston. “My thoughts are with everyone who is grieving. Let’s prevent anyone else from going through this pain by getting fully ..."	2021-11-22 19:43:45+00:00
